Time,H2_Concentration
8:34 AM,24ppm
8:34 AM,24ppm
8:34 AM,24ppm
8:34 AM,24ppm
8:34 AM,24ppm
8:34 AM,24ppm
8:34 AM,24ppm
8:34 AM,24ppm
8:34 AM,24ppm
8:34 AM,24ppm
8:34 AM,24ppm
8:34 AM,26ppm
8:34 AM,26ppm
8:34 AM,26ppm
8:34 AM,27ppm
8:34 AM,27ppm
8:34 AM,27ppm
8:34 AM,27ppm
8:34 AM,27ppm
8:34 AM,27ppm
8:34 AM,27ppm
8:34 AM,28ppm
8:34 AM,28ppm
8:34 AM,28ppm
8:34 AM,28ppm
8:34 AM,28ppm
8:34 AM,28ppm
8:34 AM,28ppm
8:34 AM,28ppm
8:34 AM,28ppm
8:34 AM,28ppm
8:34 AM,29ppm
8:34 AM,29ppm
8:34 AM,29ppm
8:34 AM,29ppm
8:34 AM,29ppm
8:34 AM,29ppm
8:34 AM,29ppm
8:34 AM,29ppm
8:34 AM,29ppm
8:34 AM,29ppm
8:34 AM,29ppm
8:34 AM,29ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:34 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,31ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,30ppm
8:35 AM,27ppm
8:36 AM,24ppm
8:36 AM,25ppm
8:36 AM,28ppm
8:36 AM,30ppm
8:36 AM,30ppm
8:36 AM,28ppm
8:36 AM,26ppm
8:36 AM,27ppm
8:36 AM,28ppm
8:36 AM,30ppm
8:36 AM,29ppm
8:36 AM,30ppm
8:36 AM,31ppm
8:36 AM,35ppm
8:36 AM,35ppm
8:36 AM,33ppm
8:36 AM,30ppm
8:36 AM,24ppm
8:36 AM,26ppm
8:36 AM,24ppm
8:36 AM,24ppm
8:36 AM,24ppm
8:36 AM,23ppm
8:36 AM,24ppm
8:36 AM,26ppm
8:36 AM,26ppm
8:36 AM,24ppm
8:36 AM,23ppm
8:36 AM,20ppm
8:36 AM,25ppm
8:36 AM,28ppm
8:36 AM,28ppm
8:36 AM,28ppm
8:36 AM,28ppm
8:36 AM,28ppm
8:36 AM,28ppm
8:36 AM,28ppm
8:36 AM,28ppm
8:36 AM,28ppm
8:36 AM,25ppm
8:36 AM,30ppm
8:36 AM,27ppm
8:36 AM,32ppm
8:36 AM,30ppm
8:36 AM,29ppm
8:36 AM,30ppm
8:36 AM,32ppm
8:36 AM,31ppm
8:36 AM,26ppm
8:36 AM,25ppm
8:36 AM,24ppm
8:36 AM,24ppm
8:36 AM,24ppm
8:36 AM,28ppm
8:36 AM,26ppm
8:36 AM,23ppm
8:36 AM,22ppm
8:36 AM,23ppm
8:36 AM,26ppm
8:36 AM,27ppm
8:37 AM,27ppm
8:37 AM,29ppm
8:37 AM,30ppm
8:37 AM,30ppm
8:37 AM,30ppm
8:37 AM,28ppm
8:37 AM,26ppm
8:37 AM,25ppm
8:37 AM,24ppm
8:37 AM,24ppm
8:37 AM,29ppm
8:37 AM,30ppm
8:37 AM,30ppm
8:37 AM,33ppm
8:37 AM,33ppm
8:37 AM,33ppm
8:37 AM,33ppm
8:37 AM,33ppm
8:37 AM,32ppm
8:37 AM,32ppm
8:37 AM,31ppm
8:37 AM,30ppm
8:37 AM,29ppm
8:37 AM,28ppm
8:37 AM,27ppm
8:37 AM,27ppm
8:37 AM,26ppm
8:37 AM,26ppm
8:37 AM,25ppm
8:37 AM,25ppm
8:37 AM,24ppm
8:37 AM,24ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,24ppm
8:37 AM,24ppm
8:37 AM,24ppm
8:37 AM,24ppm
8:37 AM,24ppm
8:37 AM,25ppm
8:37 AM,25ppm
8:37 AM,25ppm
8:37 AM,25ppm
8:37 AM,25ppm
8:37 AM,25ppm
8:38 AM,25ppm
8:38 AM,26ppm
8:38 AM,26ppm
8:38 AM,26ppm
8:38 AM,26ppm
8:38 AM,26ppm
8:38 AM,27ppm
8:38 AM,27ppm
8:38 AM,27ppm
8:38 AM,27ppm
8:38 AM,27ppm
8:38 AM,27ppm
8:38 AM,27ppm
8:38 AM,28ppm
8:38 AM,28ppm
8:38 AM,28ppm
8:38 AM,28ppm
8:38 AM,28ppm
8:38 AM,28ppm
8:38 AM,28ppm
8:38 AM,28ppm
8:38 AM,29ppm
8:38 AM,29ppm
8:38 AM,29ppm
8:38 AM,29ppm
8:38 AM,29ppm
8:38 AM,29ppm
8:38 AM,29ppm
8:38 AM,29ppm
8:38 AM,29ppm
8:38 AM,30ppm
8:38 AM,30ppm
8:38 AM,31ppm
8:38 AM,31ppm
8:38 AM,31ppm
8:38 AM,32ppm
8:38 AM,32ppm
8:38 AM,32ppm
8:38 AM,34ppm
8:38 AM,35ppm
8:38 AM,35ppm
8:38 AM,34ppm
8:38 AM,33ppm
8:38 AM,33ppm
8:38 AM,33ppm
8:38 AM,34ppm
8:38 AM,34ppm
8:38 AM,33ppm
8:38 AM,34ppm
8:38 AM,35ppm
8:38 AM,38ppm
8:38 AM,39ppm
8:38 AM,38ppm
8:38 AM,36ppm
8:38 AM,36ppm
8:38 AM,35ppm
8:38 AM,35ppm
8:38 AM,37ppm
8:38 AM,38ppm
8:38 AM,39ppm
8:39 AM,37ppm
8:39 AM,35ppm
8:39 AM,34ppm
8:39 AM,34ppm
8:39 AM,33ppm
8:39 AM,31ppm
8:39 AM,34ppm
8:39 AM,39ppm
8:39 AM,44ppm
8:39 AM,42ppm
8:39 AM,39ppm
8:39 AM,36ppm
8:39 AM,35ppm
8:39 AM,33ppm
8:39 AM,29ppm
8:39 AM,27ppm
8:39 AM,25ppm
8:39 AM,29ppm
8:39 AM,32ppm
8:39 AM,36ppm
8:39 AM,47ppm
8:39 AM,74ppm
8:39 AM,96ppm
8:39 AM,107ppm
8:39 AM,92ppm
8:39 AM,83ppm
8:39 AM,82ppm
8:39 AM,79ppm
8:39 AM,74ppm
8:39 AM,66ppm
8:39 AM,56ppm
8:39 AM,51ppm
8:39 AM,54ppm
8:39 AM,53ppm
8:39 AM,45ppm
8:39 AM,47ppm
8:39 AM,45ppm
8:39 AM,37ppm
8:39 AM,34ppm
8:39 AM,34ppm
8:39 AM,34ppm
8:39 AM,32ppm
8:39 AM,30ppm
8:39 AM,30ppm
8:39 AM,32ppm
8:39 AM,31ppm
8:39 AM,26ppm
8:39 AM,28ppm
8:39 AM,31ppm
8:39 AM,31ppm
8:39 AM,30ppm
8:39 AM,30ppm
8:39 AM,26ppm
8:39 AM,25ppm
8:39 AM,26ppm
8:39 AM,22ppm
8:39 AM,23ppm
8:39 AM,21ppm
8:39 AM,22ppm
8:39 AM,23ppm
8:40 AM,26ppm
8:40 AM,26ppm
8:40 AM,25ppm
8:40 AM,25ppm
8:40 AM,25ppm
8:40 AM,25ppm
8:40 AM,24ppm
8:40 AM,24ppm
8:40 AM,24ppm
8:40 AM,24ppm
8:40 AM,24ppm
8:40 AM,24ppm
8:40 AM,24ppm
8:40 AM,24ppm
8:40 AM,24ppm
8:40 AM,23ppm
8:40 AM,23ppm
8:40 AM,23ppm
8:40 AM,23ppm
8:40 AM,23ppm
8:40 AM,23ppm
8:40 AM,23ppm
8:40 AM,23ppm
8:40 AM,21ppm
8:40 AM,22ppm
8:40 AM,23ppm
8:40 AM,22ppm
8:40 AM,22ppm
8:40 AM,21ppm
8:40 AM,23ppm
8:40 AM,23ppm
8:40 AM,23ppm
8:40 AM,22ppm
8:40 AM,22ppm
8:40 AM,21ppm
8:40 AM,20ppm
8:40 AM,18ppm
8:40 AM,17ppm
8:40 AM,22ppm
8:40 AM,22ppm
8:40 AM,22ppm
8:40 AM,22ppm
8:40 AM,20ppm
8:40 AM,21ppm
8:40 AM,21ppm
8:40 AM,20ppm
8:40 AM,20ppm
8:40 AM,17ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,17ppm
8:40 AM,16ppm
8:40 AM,14ppm
8:40 AM,20ppm
8:40 AM,20ppm
8:40 AM,17ppm
8:40 AM,16ppm
8:40 AM,15ppm
8:40 AM,17ppm
8:40 AM,17ppm
8:41 AM,17ppm
8:41 AM,16ppm
8:41 AM,17ppm
8:41 AM,17ppm
8:41 AM,17ppm
8:41 AM,17ppm
8:41 AM,17ppm
8:41 AM,17ppm
8:41 AM,18ppm
8:41 AM,18ppm
8:41 AM,20ppm
8:41 AM,24ppm
8:41 AM,28ppm
8:41 AM,24ppm
8:41 AM,23ppm
8:41 AM,23ppm
8:41 AM,25ppm
8:41 AM,23ppm
8:41 AM,24ppm
8:41 AM,25ppm
8:41 AM,24ppm
8:41 AM,22ppm
8:41 AM,20ppm
8:41 AM,23ppm
8:41 AM,26ppm
8:41 AM,22ppm
8:41 AM,23ppm
8:41 AM,23ppm
8:41 AM,23ppm
8:41 AM,23ppm
8:41 AM,23ppm
8:41 AM,24ppm
8:41 AM,25ppm
8:41 AM,25ppm
8:41 AM,26ppm
8:41 AM,26ppm
8:41 AM,25ppm
8:41 AM,26ppm
8:41 AM,26ppm
8:41 AM,26ppm
8:41 AM,26ppm
8:41 AM,26ppm
8:41 AM,25ppm
8:41 AM,23ppm
8:41 AM,23ppm
8:41 AM,40ppm
8:41 AM,51ppm
8:41 AM,56ppm
8:41 AM,68ppm
8:41 AM,71ppm
8:41 AM,68ppm
8:41 AM,80ppm
8:41 AM,65ppm
8:41 AM,54ppm
8:41 AM,61ppm
8:41 AM,59ppm
8:41 AM,58ppm
8:41 AM,52ppm
8:41 AM,56ppm
8:41 AM,51ppm
8:42 AM,47ppm
8:42 AM,39ppm
8:42 AM,32ppm
8:42 AM,33ppm
8:42 AM,34ppm
8:42 AM,40ppm
8:42 AM,36ppm
8:42 AM,34ppm
8:42 AM,32ppm
8:42 AM,25ppm
8:42 AM,25ppm
8:42 AM,24ppm
8:42 AM,23ppm
8:42 AM,23ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,24ppm
8:42 AM,22ppm
8:42 AM,21ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,22ppm
8:42 AM,22ppm
8:42 AM,21ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,21ppm
8:42 AM,21ppm
8:42 AM,22ppm
8:42 AM,21ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,19ppm
8:42 AM,19ppm
8:42 AM,18ppm
8:42 AM,19ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,20ppm
8:42 AM,19ppm
8:42 AM,19ppm
8:42 AM,19ppm
8:42 AM,19ppm
8:42 AM,19ppm
8:42 AM,19ppm
8:42 AM,19ppm
8:42 AM,19ppm
8:42 AM,19ppm
8:42 AM,19ppm
8:42 AM,19ppm
8:42 AM,19ppm
8:43 AM,19ppm
8:43 AM,19ppm
8:43 AM,19ppm
8:43 AM,19ppm
8:43 AM,19ppm
8:43 AM,19ppm
8:43 AM,19ppm
8:43 AM,19ppm
8:43 AM,19ppm
8:43 AM,19ppm
8:43 AM,19ppm
8:43 AM,21ppm
8:43 AM,18ppm
8:43 AM,19ppm
8:43 AM,17ppm
8:43 AM,20ppm
8:43 AM,18ppm
8:43 AM,16ppm
8:43 AM,20ppm
8:43 AM,19ppm
8:43 AM,20ppm
8:43 AM,21ppm
8:43 AM,23ppm
8:43 AM,42ppm
8:43 AM,47ppm
8:43 AM,44ppm
8:43 AM,40ppm
8:43 AM,36ppm
8:43 AM,33ppm
8:43 AM,33ppm
8:43 AM,39ppm
8:43 AM,40ppm
8:43 AM,37ppm
8:43 AM,36ppm
8:43 AM,34ppm
8:43 AM,33ppm
8:43 AM,31ppm
8:43 AM,29ppm
8:43 AM,29ppm
8:43 AM,28ppm
8:43 AM,25ppm
8:43 AM,24ppm
8:43 AM,25ppm
8:43 AM,25ppm
8:43 AM,24ppm
8:43 AM,24ppm
8:43 AM,24ppm
8:43 AM,24ppm
8:43 AM,24ppm
8:43 AM,23ppm
8:43 AM,23ppm
8:43 AM,23ppm
8:43 AM,23ppm
8:43 AM,23ppm
8:43 AM,23ppm
8:43 AM,23ppm
8:43 AM,23ppm
8:43 AM,23ppm
8:43 AM,23ppm
8:43 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:44 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,23ppm
8:45 AM,23ppm
8:45 AM,23ppm
8:45 AM,23ppm
8:45 AM,23ppm
8:45 AM,23ppm
8:45 AM,22ppm
8:45 AM,23ppm
8:45 AM,23ppm
8:45 AM,23ppm
8:45 AM,23ppm
8:45 AM,22ppm
8:45 AM,23ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,22ppm
8:45 AM,21ppm
8:45 AM,23ppm
8:45 AM,23ppm
8:45 AM,24ppm
8:45 AM,24ppm
8:45 AM,23ppm
8:45 AM,23ppm
8:45 AM,23ppm
8:45 AM,22ppm
8:46 AM,22ppm
8:46 AM,22ppm
8:46 AM,23ppm
8:46 AM,24ppm
8:46 AM,23ppm
8:46 AM,26ppm
8:46 AM,32ppm
8:46 AM,30ppm
8:46 AM,33ppm
8:46 AM,46ppm
8:46 AM,46ppm
8:46 AM,39ppm
8:46 AM,37ppm
8:46 AM,32ppm
8:46 AM,30ppm
8:46 AM,29ppm
8:46 AM,28ppm
8:46 AM,24ppm
8:46 AM,26ppm
8:46 AM,23ppm
8:46 AM,22ppm
8:46 AM,20ppm
8:46 AM,30ppm
8:46 AM,29ppm
8:46 AM,27ppm
8:46 AM,24ppm
8:46 AM,19ppm
8:46 AM,20ppm
8:46 AM,20ppm
8:46 AM,19ppm
8:46 AM,18ppm
8:46 AM,19ppm
8:46 AM,20ppm
8:46 AM,22ppm
8:46 AM,20ppm
8:46 AM,19ppm
8:46 AM,20ppm
8:46 AM,18ppm
8:46 AM,18ppm
8:46 AM,17ppm
8:46 AM,18ppm
8:46 AM,18ppm
8:46 AM,16ppm
8:46 AM,20ppm
8:46 AM,19ppm
8:46 AM,20ppm
8:46 AM,16ppm
8:46 AM,16ppm
8:46 AM,16ppm
8:46 AM,16ppm
8:46 AM,16ppm
8:46 AM,17ppm
8:46 AM,17ppm
8:46 AM,18ppm
8:46 AM,17ppm
8:46 AM,17ppm
8:46 AM,17ppm
8:46 AM,17ppm
8:46 AM,18ppm
8:46 AM,18ppm
8:47 AM,20ppm
8:47 AM,20ppm
8:47 AM,20ppm
8:47 AM,19ppm
8:47 AM,20ppm
8:47 AM,20ppm
8:47 AM,20ppm
8:47 AM,20ppm
8:47 AM,20ppm
8:47 AM,20ppm
8:47 AM,19ppm
8:47 AM,18ppm
8:47 AM,14ppm
8:47 AM,14ppm
8:47 AM,16ppm
8:47 AM,17ppm
8:47 AM,18ppm
8:47 AM,18ppm
8:47 AM,18ppm
8:47 AM,16ppm
8:47 AM,15ppm
8:47 AM,17ppm
8:47 AM,17ppm
8:47 AM,16ppm
8:47 AM,14ppm
8:47 AM,14ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,15ppm
8:47 AM,16ppm
8:47 AM,15ppm
8:47 AM,13ppm
8:47 AM,12ppm
8:47 AM,13ppm
8:47 AM,12ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,18ppm
8:47 AM,16ppm
8:47 AM,16ppm
8:47 AM,13ppm
8:47 AM,12ppm
8:47 AM,17ppm
8:47 AM,14ppm
8:47 AM,15ppm
8:47 AM,14ppm
8:47 AM,16ppm
8:47 AM,17ppm
8:47 AM,16ppm
8:47 AM,16ppm
8:47 AM,15ppm
8:47 AM,12ppm
8:47 AM,17ppm
8:47 AM,14ppm
8:47 AM,13ppm
8:47 AM,14ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:48 AM,13ppm
8:48 AM,12ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,11ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,13ppm
